Boban Marjanovic,29.9,DET,C,WAS,47.59,15,208.0,-220,106.75,2.5,7.5,97.99,24.70,24.55,44.85,14.95,2.99
Robin Lopez,27.95,CHI,C,ORL,48.85,22,213.5,-440,111,1.25,27.6,98.73,16.76,28.51,36.34,19.57,2.54
J.J. Redick,25.53,LAC,SG,HOU,40.43,25,229.5,-360,119,1.5,27.7,99.86,20.62,33.68,40.34,10.72,2.13
Allen Crabbe,20.39,POR,SG,SAS,38.01,11,192.5,500,91,-9.25,27.8,101.32,14.30,28.38,26.30,14.48,2.04
Stanley Johnson,20.25,DET,SG,WAS,38.53,16,208.0,-220,106.75,2.5,17.1,97.99,15.00,25.43,33.41,7.09,2.03
Henry Ellenson,20.25,DET,PF,WAS,45.47,24,208.0,-220,106.75,2.5,6.1,97.99,24.35,24.36,28.75,11.74,2.03
Noah Vonleh,20.17,POR,C,SAS,42.71,2,192.5,500,91,-9.25,16.0,101.32,12.82,26.52,27.63,12.71,2.02
Evan Turner,21.48,POR,SF,SAS,33.32,2,192.5,500,91,-9.25,25.1,101.32,18.50,25.35,28.14,14.82,1.95
Cody Zeller,26.78,CHA,C,@ MIL,48.10,17,197.5,225,95.5,-3,27.4,100.51,14.87,28.61,35.08,18.48,1.91
Kelly Oubre,18.62,WAS,SF,@ DET,38.63,10,208.0,190,101.25,-4.5,19.5,100.39,13.96,25.19,27.93,9.31,1.86
Tim Quarterman,18.48,POR,PG,SAS,42.27,4,192.5,500,91,-9.25,2.8,101.32,19.07,18.60,25.87,11.09,1.85
Bobby Portis,18.11,CHI,PF,ORL,45.28,23,213.5,-440,111,1.25,15.0,98.73,18.47,19.72,24.09,12.13,1.81
Manu Ginobili,18.04,SAS,SG,@ POR,38.46,15,192.5,-650,101.5,-2.75,18.3,97.88,20.44,17.49,28.68,7.40,1.8
Moe Harkless,19.67,POR,SF,SAS,33.32,2,192.5,500,91,-9.25,28.5,101.32,14.55,30.30,25.77,13.57,1.79
Dewayne Dedmon,17.93,SAS,C,@ POR,48.85,23,192.5,-650,101.5,-2.75,17.0,97.88,11.56,18.16,23.67,12.19,1.79
Joe Ingles,17.5,UTA,SG,@ GSW,37.95,10,206.0,470,97.75,-2.75,23.3,94.33,13.57,27.82,23.27,11.72,1.75
