Pau Gasol,29.79,SAS,C,@ HOU,51.01,28,214.5,185,104.75,-0.25,24.9,97.88,19.89,27.88,42.90,16.68,1.99
Danny Green,18.65,SAS,SG,@ HOU,39.97,24,214.5,185,104.75,-0.25,26.0,97.88,13.14,30.65,26.86,10.44,1.87
Norman Powell,23.71,TOR,SF,CLE,40.58,26,213.5,147,104.75,-1,17.9,98.46,20.25,28.40,34.14,13.28,1.82
Nene Hilario,19.54,HOU,C,SAS,43.09,2,214.5,-215,109.75,0.25,17.5,103.47,19.74,19.57,26.77,12.31,1.78
Patty Mills,25.2,SAS,PG,@ HOU,46.30,23,214.5,185,104.75,-0.25,21.4,97.88,19.64,32.59,35.28,15.12,1.68
Manu Ginobili,16.49,SAS,SG,@ HOU,39.97,24,214.5,185,104.75,-0.25,17.9,97.88,20.28,19.30,25.72,7.26,1.65
J.R. Smith,17.47,CLE,SG,@ TOR,35.23,3,213.5,-167,108.75,0.5,28.4,101.29,13.35,30.36,24.63,10.31,1.59
Tristan Thompson,24.96,CLE,C,@ TOR,47.02,10,213.5,-167,108.75,0.5,29.6,101.29,10.84,33.18,33.20,16.72,1.56
Eric Gordon,24.83,HOU,SG,SAS,37.43,7,214.5,-215,109.75,0.25,30.5,103.47,21.98,33.64,33.02,16.64,1.55
Clint Capela,25.54,HOU,C,SAS,43.09,2,214.5,-215,109.75,0.25,23.3,103.47,19.48,24.29,36.78,14.30,1.5
Louis Williams,25.52,HOU,PG,SAS,42.85,8,214.5,-215,109.75,0.25,24.2,103.47,29.00,27.04,33.18,17.86,1.42
P.J. Tucker,15.25,TOR,SF,CLE,40.58,26,213.5,147,104.75,-1,26.8,98.46,11.17,21.47,21.81,8.69,1.39
Patrick Patterson,13.89,TOR,PF,CLE,42.73,8,213.5,147,104.75,-1,23.5,98.46,12.16,21.95,23.61,4.17,1.39
Channing Frye,13.36,CLE,PF,@ TOR,42.73,7,213.5,-167,108.75,0.5,18.1,101.29,18.24,13.76,20.31,6.41,1.34
Patrick Beverley,23.75,HOU,PG,SAS,42.85,8,214.5,-215,109.75,0.25,30.0,103.47,15.73,28.70,34.67,12.82,1.25
Jonas Valanciunas,17.32,TOR,C,CLE,47.48,14,213.5,147,104.75,-1,25.0,98.46,18.42,19.44,22.86,11.78,1.24
Kyle Korver,12.06,CLE,SG,@ TOR,35.23,3,213.5,-167,108.75,0.5,25.0,101.29,14.66,17.52,20.14,3.98,1.21
LaMarcus Aldridge,34.89,SAS,PF,@ HOU,45.86,25,214.5,185,104.75,-0.25,32.0,97.88,22.41,37.99,45.71,24.07,1.2
Deron Williams,11.4,CLE,PG,@ TOR,42.44,5,213.5,-167,108.75,0.5,24.6,101.29,21.79,12.18,18.70,4.10,1.14
Kawhi Leonard,53.56,SAS,SF,@ HOU,39.97,24,214.5,185,104.75,-0.25,33.2,97.88,29.07,38.70,70.16,36.96,1.12
DeMarre Carroll,11.22,TOR,PF,CLE,42.73,8,213.5,147,104.75,-1,24.9,98.46,14.58,15.50,17.62,4.82,1.12
Trevor Ariza,22.15,HOU,SF,SAS,33.32,1,214.5,-215,109.75,0.25,34.3,103.47,14.12,35.50,27.69,16.61,1.11
Serge Ibaka,28.83,TOR,C,CLE,47.48,14,213.5,147,104.75,-1,30.0,98.46,19.77,32.67,40.94,16.72,1.11
DeMar DeRozan,42.31,TOR,SG,CLE,42.02,30,213.5,147,104.75,-1,34.9,98.46,32.05,39.49,57.54,27.08,1.08
Jonathon Simmons,10.84,SAS,SF,@ HOU,39.97,24,214.5,185,104.75,-0.25,17.4,97.88,17.79,17.26,17.99,3.69,1.08
Ryan Anderson,20.56,HOU,PF,SAS,40.89,3,214.5,-215,109.75,0.25,29.1,103.47,17.30,32.04,28.17,12.95,1.08
Iman Shumpert,10.27,CLE,PG,@ TOR,42.44,5,213.5,-167,108.75,0.5,24.6,101.29,13.38,17.99,14.69,5.85,1.03
Kyrie Irving,40.66,CLE,PG,@ TOR,42.44,5,213.5,-167,108.75,0.5,34.5,101.29,30.50,36.66,55.70,25.62,1.02
Kevin Love,36.87,CLE,PF,@ TOR,42.73,7,213.5,-167,108.75,0.5,30.8,101.29,24.59,32.71,52.72,21.02,1.02
Kyle Lowry,37.68,TOR,PG,CLE,45.30,22,213.5,147,104.75,-1,36.8,98.46,24.54,38.35,53.88,21.48,0.99
Dejounte Murray,9.92,SAS,PG,@ HOU,46.30,23,214.5,185,104.75,-0.25,9.0,97.88,23.97,10.58,13.99,5.85,0.99
David Lee,10.44,SAS,C,@ HOU,51.01,28,214.5,185,104.75,-0.25,18.3,97.88,15.94,12.30,13.78,7.10,0.95
LeBron James,53.89,CLE,SF,@ TOR,39.01,15,213.5,-167,108.75,0.5,37.6,101.29,30.42,43.12,85.69,22.09,0.93
James Harden,54.24,HOU,SG,SAS,37.43,7,214.5,-215,109.75,0.25,35.8,103.47,36.86,37.26,85.16,23.32,0.9
Cory Joseph,8.13,TOR,PG,CLE,45.30,22,213.5,147,104.75,-1,24.0,98.46,18.63,11.81,13.09,3.17,0.54
Delon Wright,4.97,TOR,PG,CLE,45.30,22,213.5,147,104.75,-1,14.7,98.46,16.37,6.13,7.55,2.39,0.5
