Russell Westbrook,OKC,PG,2nd,34.6,76.2,34.1,32.55,52.44,80
James Harden,HOU,SG,12th,39.3,83.5,35.9,39.22,58.28,77
DeMarcus Cousins,SAC,PF,18th,33,75.9,33.9,33.66,51.40,76
Giannis Antetokounmpo,MIL,PG,23rd,26.5,67.8,34.7,34.78,44.21,75
Isaiah Thomas,BOS,PG,23rd,40.2,73.5,33.9,36.38,54.50,78
Karl-Anthony Towns,MIN,C,11th,30.2,68.4,35.9,34.96,46.60,75
Damian Lillard,POR,PG,4th,18.4,56.9,35.2,32.20,34.87,73
Kyle Lowry,TOR,PG,16th,32.1,65.9,37.0,38.64,46.60,77
Eric Bledsoe,PHX,PG,12th,26.4,69,32.9,34.92,44.66,68
Paul George,IND,SF,30th,26.9,55,35.1,34.30,38.90,78
Nikola Jokic,DEN,C,19th,20.9,71.4,25.7,28.00,42.56,56
Jabari Parker,MIL,PF,8th,22.3,58.1,33.8,34.68,37.66,69
C.J. McCollum,POR,SG,5th,22,60.5,34.1,33.95,38.50,69
Marc Gasol,MEM,C,3rd,23.9,62.1,33.7,34.92,40.30,71
Jeff Teague,IND,PG,30th,20.2,57.8,32.1,31.28,36.32,69
Mike Conley,MEM,PG,7th,22.6,59.4,31.8,32.98,38.39,70
Andre Drummond,DET,C,23rd,26.9,67.3,30.3,34.00,44.23,68
Andrew Wiggins,MIN,SF,11th,12.3,50.6,36.6,36.86,28.71,65
Dwyane Wade,CHI,SG,30th,22.4,56.8,29.8,28.13,37.16,70
Harrison Barnes,DAL,PF,3rd,14.3,42.7,35.3,32.76,26.44,73
Julius Randle,LAL,PF,5th,1.4,39.3,28.2,17.10,17.63,61
Devin Booker,PHX,SG,8th,19,50.9,34.1,34.41,32.69,69
Reggie Jackson,DET,PG,14th,17.5,50.2,28.5,31.00,31.50,66
Myles Turner,IND,C,25th,19.2,52.3,29.9,29.76,33.39,70
Zach Randolph,MEM,PF,26th,20.7,47.4,23.6,27.81,32.15,72
Elfrid Payton,ORL,PG,26th,13.3,55,28.9,30.72,31.18,57
Al Horford,BOS,C,25th,24.7,54.9,32.7,33.99,37.63,75
Jae Crowder,BOS,SF,21st,19.1,45.2,31.9,34.68,30.24,72
Mason Plumlee,POR,C,4th,19.4,51.3,27.5,31.20,33.07,69
Brook Lopez,BKN,C,24th,19.5,54.2,28.9,31.31,34.38,70
Serge Ibaka,ORL,PF,6th,15.1,49.1,29.9,35.70,29.70,67
Nikola Vucevic,ORL,C,17th,20,55.7,28.0,31.68,35.29,69
D'Angelo Russell,LAL,PG,22nd,13.7,55.1,26.1,30.00,31.41,58
Zach LaVine,MIN,SG,11th,8.2,43.2,36.9,34.78,23.16,66
Tobias Harris,DET,PF,4th,16.1,45.3,32.1,31.20,28.61,69
Thaddeus Young,IND,PF,14th,14.5,44.3,30.8,30.90,27.25,65
Wilson Chandler,DEN,PF,29th,20.9,61.6,29.8,36.30,38.33,59
Victor Oladipo,OKC,SG,15th,13,45.1,33.2,31.85,26.75,67
Ricky Rubio,MIN,PG,11th,15.2,50.6,31.2,31.68,30.35,63
Louis Williams,LAL,SG,23rd,10.1,48.1,23.9,23.30,26.40,60
Marcus Morris,DET,SF,4th,13.8,44.9,32.3,35.35,27.15,62
Eric Gordon,HOU,SG,12th,13.9,42.8,29.9,31.03,26.28,69
