Matt Barnes,22.33,GSW,SF,@ PHO,39.20,16,226.0,-500,117.75,5.25,23.7,104.67,15.76,25.43,29.70,14.96,2.23
Larry Nance,24.32,LAL,PF,@ SAS,41.08,3,205.5,575,97.25,0.75,21.9,101.60,13.67,25.88,32.59,16.05,2.21
Nene Hilario,21.76,HOU,C,DEN,48.16,18,240.0,-360,124,-0.75,17.3,103.47,19.79,19.71,28.07,15.45,2.18
Tony Parker,21.34,SAS,PG,LAL,48.53,29,205.5,-750,108.25,0.75,25.1,97.88,20.61,27.72,27.53,15.15,2.13
Jamal Murray,22.52,DEN,PG,@ HOU,44.74,19,240.0,300,116,-0.25,20.2,102.68,22.17,27.38,29.73,15.31,2.05
David West,20.45,GSW,PF,@ PHO,46.20,26,226.0,-500,117.75,5.25,11.9,104.67,19.50,14.56,27.40,13.50,2.05
Channing Frye,20.48,CLE,PF,@ BOS,44.99,19,219.5,150,107.75,0,18.2,101.29,18.32,26.03,27.65,13.31,2.05
J.J. Redick,24.43,LAC,SG,DAL,37.76,8,203.0,-810,107.25,-0.5,27.6,99.86,20.71,31.32,31.51,17.35,2.04
Jonathon Simmons,20.27,SAS,SF,LAL,41.50,28,205.5,-750,108.25,0.75,17.1,97.88,17.57,26.81,27.57,12.97,2.03
J.R. Smith,20.27,CLE,SG,@ BOS,37.95,11,219.5,150,107.75,0,28.0,101.29,14.21,32.73,26.35,14.19,2.03
David Lee,19.94,SAS,PF,LAL,48.50,30,205.5,-750,108.25,0.75,18.0,97.88,16.29,17.68,26.72,13.16,1.99
J.J. Barea,19.57,DAL,SG,@ LAC,36.77,5,203.0,610,95.75,0,21.8,94.37,25.49,21.79,26.22,12.92,1.96
Tony Allen,21.49,MEM,SG,OKC,38.49,14,202.5,-120,101.75,-0.75,27.0,97.74,16.67,29.15,27.94,15.04,1.95
Kyle Anderson,19.25,SAS,SF,LAL,41.50,28,205.5,-750,108.25,0.75,13.4,97.88,11.94,24.35,27.14,11.36,1.93
Andre Roberson,18.87,OKC,SF,@ MEM,37.37,4,202.5,100,100.75,0.25,29.9,102.86,10.16,32.60,25.66,12.08,1.89
Vince Carter,20.71,MEM,SF,OKC,39.18,14,202.5,-120,101.75,-0.75,24.2,97.74,14.45,29.26,27.96,13.46,1.88
JaMychal Green,18.06,MEM,PF,OKC,43.75,12,202.5,-120,101.75,-0.75,27.0,97.74,13.46,21.90,24.38,11.74,1.81
Pau Gasol,30.34,SAS,C,LAL,52.78,29,205.5,-750,108.25,0.75,25.2,97.88,20.29,26.33,40.96,19.72,1.78
Jamal Crawford,19.42,LAC,SG,DAL,37.76,8,203.0,-810,107.25,-0.5,25.9,99.86,22.19,25.31,25.25,13.59,1.77
Patrick Beverley,26.35,HOU,SG,DEN,41.80,29,240.0,-360,124,-0.75,30.2,103.47,15.46,31.55,34.52,18.18,1.76
Troy Daniels,17.24,MEM,SG,OKC,38.49,14,202.5,-120,101.75,-0.75,17.6,97.74,20.20,23.64,23.10,11.38,1.72
Alex Len,18.86,PHO,C,GSW,47.25,12,226.0,405,108.25,3.25,19.8,103.77,17.42,20.75,24.71,13.01,1.71
Amir Johnson,17.04,BOS,PF,CLE,42.92,8,219.5,-170,111.75,0,19.7,99.63,13.65,19.68,22.49,11.59,1.7
Clint Capela,28.34,HOU,C,DEN,48.16,18,240.0,-360,124,-0.75,23.3,103.47,19.63,25.06,37.13,19.55,1.67
Brandan Wright,16.7,MEM,C,OKC,46.24,8,202.5,-120,101.75,-0.75,15.8,97.74,15.99,22.72,21.54,11.86,1.67
Cody Zeller,23.21,CHA,C,MIA,47.48,13,203.0,-145,102.75,-2.25,27.4,100.51,14.90,27.75,30.87,15.55,1.66
Troy Williams,16.48,HOU,SG,DEN,41.80,29,240.0,-360,124,-0.75,18.5,103.47,16.28,31.19,21.26,11.70,1.65
DeMarre Carroll,16.12,TOR,SF,@ DET,38.98,13,203.0,-125,102.25,4,26.0,98.46,14.79,24.06,22.57,9.67,1.61
Michael Kidd-Gilchrist,23.84,CHA,SF,MIA,37.86,5,203.0,-145,102.75,-2.25,28.6,100.51,13.68,30.32,31.23,16.45,1.59
Devin Harris,15.9,DAL,SG,@ LAC,36.77,5,203.0,610,95.75,0,16.4,94.37,18.27,17.44,22.58,9.22,1.59
Dewayne Dedmon,15.68,SAS,C,LAL,52.78,29,205.5,-750,108.25,0.75,16.9,97.88,11.41,18.20,21.32,10.04,1.57
Jon Leuer,17.22,DET,PF,TOR,42.90,7,203.0,105,100.75,1,26.3,97.99,16.82,24.82,24.28,10.16,1.57
Patty Mills,18.61,SAS,PG,LAL,48.53,29,205.5,-750,108.25,0.75,21.7,97.88,19.82,22.86,24.01,13.21,1.55
Deron Williams,15.25,CLE,PG,@ BOS,44.79,20,219.5,150,107.75,0,25.7,101.29,21.94,19.87,22.72,7.78,1.53
Jonas Valanciunas,27.6,TOR,C,@ DET,45.58,7,203.0,-125,102.25,4,25.5,98.46,18.17,26.89,36.16,19.04,1.53
Josh Richardson,21.42,MIA,SG,@ CHA,40.18,25,203.0,125,100.25,-2.75,29.1,98.61,16.61,31.48,29.56,13.28,1.53
Aron Baynes,15.2,DET,C,TOR,46.28,9,203.0,105,100.75,1,15.1,97.99,13.42,16.76,19.76,10.64,1.52
Rodney McGruder,15.17,MIA,SG,@ CHA,40.18,25,203.0,125,100.25,-2.75,24.8,98.61,12.08,25.24,20.02,10.32,1.52
Kevon Looney,15.2,GSW,PF,@ PHO,46.20,26,226.0,-500,117.75,5.25,7.9,104.67,14.11,17.10,19.61,10.79,1.52
Jameer Nelson,21.02,DEN,PG,@ HOU,44.74,19,240.0,300,116,-0.25,26.6,102.68,17.73,28.50,27.54,14.50,1.5
Jared Dudley,14.78,PHO,PF,GSW,45.12,21,226.0,405,108.25,3.25,20.7,103.77,14.46,24.63,20.25,9.31,1.48
Marcus Smart,23.69,BOS,PG,CLE,45.50,23,219.5,-170,111.75,0,29.9,99.63,19.44,29.10,30.80,16.58,1.48
Ish Smith,29.31,DET,PG,TOR,43.13,12,203.0,105,100.75,1,23.3,97.99,21.34,28.32,38.10,20.52,1.47
Eric Gordon,23.57,HOU,SG,DEN,41.80,29,240.0,-360,124,-0.75,30.6,103.47,22.34,29.16,30.64,16.50,1.47
Tarik Black,14.65,LAL,C,@ SAS,42.74,2,205.5,575,97.25,0.75,15.5,101.60,16.03,20.36,19.92,9.38,1.47
Ian Clark,14.59,GSW,SG,@ PHO,40.55,27,226.0,-500,117.75,5.25,13.8,104.67,19.85,14.24,21.01,8.17,1.46
Jaylen Brown,14.59,BOS,SF,CLE,40.63,27,219.5,-170,111.75,0,16.6,99.63,17.32,19.01,19.84,9.34,1.46
Marco Belinelli,14.45,CHA,SF,MIA,37.86,5,203.0,-145,102.75,-2.25,23.8,100.51,18.58,22.61,19.80,9.10,1.45
Willie Reed,14.51,MIA,C,@ CHA,48.34,20,203.0,125,100.25,-2.75,14.2,98.61,14.59,14.70,20.46,8.56,1.45
Shaun Livingston,14.35,GSW,PG,@ PHO,46.81,26,226.0,-500,117.75,5.25,17.0,104.67,13.76,17.15,19.23,9.47,1.44
Kyle Korver,15.58,CLE,SG,@ BOS,37.95,11,219.5,150,107.75,0,26.0,101.29,14.90,17.20,21.19,9.97,1.42
Zaza Pachulia,14.16,GSW,C,@ PHO,49.62,25,226.0,-500,117.75,5.25,17.5,104.67,16.14,15.07,20.25,8.07,1.42
Marquese Chriss,26.62,PHO,PF,GSW,45.12,21,226.0,405,108.25,3.25,20.7,103.77,19.63,25.59,34.61,18.63,1.4
JaVale McGee,14.01,GSW,C,@ PHO,49.62,25,226.0,-500,117.75,5.25,8.8,104.67,23.74,9.08,20.87,7.15,1.4
Gary Harris,29.49,DEN,SG,@ HOU,40.44,26,240.0,300,116,-0.25,30.5,102.68,18.81,42.13,39.81,19.17,1.4
Louis Williams,29.3,HOU,PG,DEN,48.00,28,240.0,-360,124,-0.75,24.0,103.47,29.64,26.98,39.26,19.34,1.4
Iman Shumpert,13.85,CLE,SF,@ BOS,38.84,12,219.5,150,107.75,0,25.1,101.29,13.48,24.20,18.28,9.42,1.39
Nerlens Noel,24.93,DAL,C,@ LAC,46.68,10,203.0,610,95.75,0,20.4,94.37,16.70,21.01,35.40,14.46,1.39
Patrick McCaw,13.94,GSW,SG,@ PHO,40.55,27,226.0,-500,117.75,5.25,14.4,104.67,12.20,12.86,21.61,6.27,1.39
Kelly Olynyk,15.11,BOS,PF,CLE,42.92,8,219.5,-170,111.75,0,20.0,99.63,18.69,16.09,21.61,8.61,1.37
Yogi Ferrell,13.73,DAL,PG,@ LAC,42.52,6,203.0,610,95.75,0,24.9,94.37,18.72,16.58,19.63,7.83,1.37
Avery Bradley,31.58,BOS,SG,CLE,42.09,30,219.5,-170,111.75,0,32.9,99.63,21.31,38.39,42.95,20.21,1.37
