James Harden,HOU,SG,25th,35.7,79.9,35.8,34.41,54.64,77
Kevin Durant,GSW,SF,18th,34.7,66.4,33.8,35.35,48.25,81
John Wall,WAS,PG,23rd,36.9,67.7,35.7,36.63,50.07,81
Stephen Curry,GSW,PG,20th,26.7,58.8,33.0,32.01,40.46,79
Kawhi Leonard,SAS,SF,10th,29.8,61.5,33.3,31.62,43.35,78
Blake Griffin,LAC,PF,6th,22,52.7,32.7,32.70,35.15,78
Paul Millsap,ATL,PF,28th,23.3,63.5,32.3,31.85,40.55,69
DeAndre Jordan,LAC,C,5th,21.8,53.5,31.2,32.55,35.41,73
Klay Thompson,GSW,SG,6th,16.1,50.4,33.7,35.70,30.84,69
Bradley Beal,WAS,SG,15th,25.1,58.4,33.7,38.50,39.35,71
Julius Randle,LAL,PF,15th,3.8,39.9,28.8,19.26,19.28,64
Markieff Morris,WAS,PF,25th,22.2,56.1,31.5,33.95,36.70,64
Dennis Schroder,ATL,PG,16th,16.7,51.5,30.3,33.48,31.61,67
D'Angelo Russell,LAL,PG,11th,16.3,57.3,26.0,31.20,33.88,57
Otto Porter,WAS,SF,24th,15.1,55,33.1,34.65,32.19,61
Dwight Howard,ATL,C,8th,17.6,54.1,29.0,32.10,33.26,68
Ersan Ilyasova,PHI,PF,9th,12.6,45.7,26.9,27.82,26.82,63
Louis Williams,LAL,SG,21st,9.7,48,23.9,23.30,26.14,60
Patrick Beverley,HOU,PG,15th,12.6,37.8,30.6,29.12,23.41,72
Trevor Ariza,HOU,SF,22nd,13,39.6,34.0,33.84,24.40,71
Eric Gordon,HOU,SG,25th,17.3,46.5,29.9,31.61,29.81,69
Austin Rivers,LAC,PG,23rd,12.7,46.5,26.9,33.84,27.17,51
Marcin Gortat,WAS,C,29th,15.7,41.4,34.0,27.30,26.70,75
T.J. McConnell,PHI,PG,3rd,13.2,44.8,23.6,31.62,26.72,54
Ryan Anderson,HOU,PF,4th,11.6,47.3,30.2,32.86,26.91,57
Clint Capela,HOU,C,6th,11.2,38.1,22.5,21.63,22.73,69
David Lee,SAS,PF,10th,16.1,41.6,18.1,28.08,27.04,57
J.J. Redick,LAC,SG,23rd,13.2,43.4,27.6,31.80,26.11,60
